timestamp,src_account,dst_account,amount_inr,channel,note
2026-03-19T23:00:00+05:30,acc:a01,acc:a05,50562,RTGS,consultancy / packing
2026-05-03T23:00:00+05:30,acc:a01,acc:a06,198892,RTGS,consultancy / packing
2026-01-23T21:00:00+05:30,acc:a01,acc:a07,56793,RTGS,consultancy / packing
2026-01-17T00:00:00+05:30,acc:a01,acc:a02,122705,RTGS,consultancy / packing
2026-02-06T19:00:00+05:30,acc:a01,acc:a03,210813,RTGS,consultancy / packing
2026-03-21T22:00:00+05:30,acc:a01,acc:a04,45732,RTGS,consultancy / packing
2026-05-30T01:00:00+05:30,acc:a01,acc:a05,135338,RTGS,consultancy / packing
2026-01-28T22:00:00+05:30,acc:a01,acc:a06,79196,RTGS,consultancy / packing
2026-04-20T23:00:00+05:30,acc:a01,acc:a07,234761,RTGS,consultancy / packing
2026-03-20T18:00:00+05:30,acc:a01,acc:a02,134335,RTGS,consultancy / packing
2026-05-10T23:00:00+05:30,acc:a01,acc:a03,149232,RTGS,consultancy / packing
2026-04-14T21:00:00+05:30,acc:a01,acc:a04,126112,RTGS,consultancy / packing
2026-04-23T18:00:00+05:30,acc:a01,acc:a05,175715,RTGS,consultancy / packing
2026-05-25T21:00:00+05:30,acc:a01,acc:a06,227883,RTGS,consultancy / packing
2026-03-11T21:00:00+05:30,acc:a01,acc:a07,173418,RTGS,consultancy / packing
2026-01-17T21:00:00+05:30,acc:a01,acc:a02,228289,RTGS,consultancy / packing
2026-05-22T01:00:00+05:30,acc:a01,acc:a03,208342,RTGS,consultancy / packing
2026-04-03T22:00:00+05:30,acc:a01,acc:a04,184382,RTGS,consultancy / packing
2026-02-23T23:00:00+05:30,acc:a01,acc:a05,192038,RTGS,consultancy / packing
2026-04-22T19:00:00+05:30,acc:a01,acc:a06,200246,RTGS,consultancy / packing
2026-03-25T23:00:00+05:30,acc:a01,acc:a07,41919,RTGS,consultancy / packing
2026-05-29T23:00:00+05:30,acc:a01,acc:a02,146065,RTGS,consultancy / packing
2026-03-08T19:00:00+05:30,acc:a01,acc:a03,188802,RTGS,consultancy / packing
2026-01-23T03:00:00+05:30,acc:a01,acc:a04,41055,RTGS,consultancy / packing
2026-03-18T00:00:00+05:30,acc:a01,acc:a05,222164,RTGS,consultancy / packing
2026-04-21T18:00:00+05:30,acc:a01,acc:a06,197804,RTGS,consultancy / packing
2026-05-12T03:00:00+05:30,acc:a01,acc:a07,227886,RTGS,consultancy / packing
2026-02-27T18:00:00+05:30,acc:a01,acc:a02,177221,RTGS,consultancy / packing
2026-04-23T03:00:00+05:30,acc:a01,acc:a03,74693,RTGS,consultancy / packing
2026-03-19T21:00:00+05:30,acc:a01,acc:a04,144995,RTGS,consultancy / packing
2026-04-18T18:00:00+05:30,acc:a01,acc:a05,100528,RTGS,consultancy / packing
2026-04-06T03:00:00+05:30,acc:a01,acc:a06,76460,RTGS,consultancy / packing
2026-04-11T02:00:00+05:30,acc:a01,acc:a07,164769,RTGS,consultancy / packing
2026-02-07T22:00:00+05:30,acc:a01,acc:a02,51243,RTGS,consultancy / packing
2026-02-04T19:00:00+05:30,acc:a01,acc:a03,90347,RTGS,consultancy / packing
2026-03-05T18:00:00+05:30,acc:a01,acc:a04,181126,RTGS,consultancy / packing
2026-02-17T18:00:00+05:30,acc:a01,acc:a05,86805,RTGS,consultancy / packing
2026-02-17T22:00:00+05:30,acc:a01,acc:a06,50902,RTGS,consultancy / packing
2026-02-26T23:00:00+05:30,acc:a01,acc:a07,61212,RTGS,consultancy / packing
2026-03-27T03:00:00+05:30,acc:a01,acc:a02,66064,RTGS,consultancy / packing
2026-02-05T20:00:00+05:30,acc:a01,acc:a03,157424,RTGS,consultancy / packing
2026-02-10T21:00:00+05:30,acc:a01,acc:a04,114001,RTGS,consultancy / packing
2026-02-23T23:00:00+05:30,acc:a01,acc:a05,53491,RTGS,consultancy / packing
2026-03-24T22:00:00+05:30,acc:a01,acc:a06,143003,RTGS,consultancy / packing
2026-04-27T00:00:00+05:30,acc:a01,acc:a07,44066,RTGS,consultancy / packing
2026-05-23T21:00:00+05:30,acc:a01,acc:a02,256468,RTGS,consultancy / packing
2026-03-14T22:00:00+05:30,acc:a01,acc:a03,226464,RTGS,consultancy / packing
2026-04-16T22:00:00+05:30,acc:a01,acc:a04,177404,RTGS,consultancy / packing
2026-05-25T23:00:00+05:30,acc:a01,acc:a05,187942,RTGS,consultancy / packing
2026-03-27T01:00:00+05:30,acc:a01,acc:a06,218366,RTGS,consultancy / packing
2026-04-24T23:00:00+05:30,acc:a01,acc:a07,215294,RTGS,consultancy / packing
2026-05-30T23:00:00+05:30,acc:a01,acc:a02,257575,RTGS,consultancy / packing
2026-05-19T23:00:00+05:30,acc:a01,acc:a03,169815,RTGS,consultancy / packing
2026-03-03T22:00:00+05:30,acc:a01,acc:a04,152246,RTGS,consultancy / packing
2026-03-12T01:00:00+05:30,acc:a01,acc:a05,234320,RTGS,consultancy / packing
2026-02-28T01:00:00+05:30,acc:a01,acc:a06,161387,RTGS,consultancy / packing
2026-02-28T03:00:00+05:30,acc:a01,acc:a07,254840,RTGS,consultancy / packing
2026-01-22T21:00:00+05:30,acc:a01,acc:a02,201529,RTGS,consultancy / packing
2026-03-14T22:00:00+05:30,acc:a01,acc:a03,41027,RTGS,consultancy / packing
2026-03-16T00:00:00+05:30,acc:a01,acc:a04,157509,RTGS,consultancy / packing
2026-04-24T03:00:00+05:30,acc:a01,acc:a05,174529,RTGS,consultancy / packing
2026-03-28T20:00:00+05:30,acc:a01,acc:a06,45897,RTGS,consultancy / packing
2026-02-15T23:00:00+05:30,acc:a01,acc:a07,152668,RTGS,consultancy / packing
2026-02-02T01:00:00+05:30,acc:a01,acc:a02,193999,RTGS,consultancy / packing
2026-03-14T03:00:00+05:30,acc:a01,acc:a03,152422,RTGS,consultancy / packing
2026-04-17T02:00:00+05:30,acc:a01,acc:a04,184282,RTGS,consultancy / packing
2026-01-18T22:00:00+05:30,acc:a01,acc:a05,205872,RTGS,consultancy / packing
2026-03-02T03:00:00+05:30,acc:a01,acc:a06,138109,RTGS,consultancy / packing
2026-01-30T02:00:00+05:30,acc:a01,acc:a07,185927,RTGS,consultancy / packing
2026-01-19T18:00:00+05:30,acc:a01,acc:a02,77911,RTGS,consultancy / packing
2026-03-04T03:00:00+05:30,acc:a01,acc:a03,78944,RTGS,consultancy / packing
2026-04-30T02:00:00+05:30,acc:a01,acc:a04,86473,RTGS,consultancy / packing
2026-03-26T02:00:00+05:30,acc:a01,acc:a05,89038,RTGS,consultancy / packing
2026-01-15T21:00:00+05:30,acc:a01,acc:a06,83946,RTGS,consultancy / packing
2026-05-03T18:00:00+05:30,acc:a01,acc:a07,154551,RTGS,consultancy / packing
2026-04-07T18:00:00+05:30,acc:a01,acc:a02,87643,RTGS,consultancy / packing
2026-03-02T21:00:00+05:30,acc:a01,acc:a03,51891,RTGS,consultancy / packing
2026-04-23T02:00:00+05:30,acc:a01,acc:a04,256867,RTGS,consultancy / packing
2026-02-09T20:00:00+05:30,acc:a01,acc:a05,42597,RTGS,consultancy / packing
2026-04-16T19:00:00+05:30,acc:a01,acc:a06,157332,RTGS,consultancy / packing
2026-03-25T03:00:00+05:30,acc:a01,acc:a07,92786,RTGS,consultancy / packing
2026-01-15T19:00:00+05:30,acc:a01,acc:a02,204981,RTGS,consultancy / packing
2026-04-03T18:00:00+05:30,acc:a01,acc:a03,158126,RTGS,consultancy / packing
2026-01-28T00:00:00+05:30,acc:a01,acc:a04,129865,RTGS,consultancy / packing
2026-04-01T20:00:00+05:30,acc:a01,acc:a05,81186,RTGS,consultancy / packing
2026-05-10T02:00:00+05:30,acc:a01,acc:a06,79671,RTGS,consultancy / packing
2026-03-25T19:00:00+05:30,acc:a01,acc:a07,137375,RTGS,consultancy / packing
2026-05-03T20:00:00+05:30,acc:a01,acc:a02,96315,RTGS,consultancy / packing
2026-03-08T03:00:00+05:30,acc:a01,acc:a03,163441,RTGS,consultancy / packing
2026-05-29T19:00:00+05:30,acc:a01,acc:a04,213857,RTGS,consultancy / packing
2026-04-11T19:00:00+05:30,acc:a01,acc:a05,156604,RTGS,consultancy / packing
2026-01-21T00:00:00+05:30,acc:a01,acc:a06,178691,RTGS,consultancy / packing
2026-01-21T20:00:00+05:30,acc:a01,acc:a07,168401,RTGS,consultancy / packing
2026-04-18T01:00:00+05:30,acc:a01,acc:a02,171587,RTGS,consultancy / packing
2026-03-26T21:00:00+05:30,acc:a01,acc:a03,59971,RTGS,consultancy / packing
2026-01-12T20:00:00+05:30,acc:a01,acc:a04,197458,RTGS,consultancy / packing
2026-04-04T02:00:00+05:30,acc:a01,acc:a05,68727,RTGS,consultancy / packing
2026-03-12T22:00:00+05:30,acc:a01,acc:a06,120527,RTGS,consultancy / packing
2026-01-13T22:00:00+05:30,acc:a01,acc:a07,92971,RTGS,consultancy / packing
2026-03-28T20:00:00+05:30,acc:a01,acc:a02,244127,RTGS,consultancy / packing
2026-05-05T22:00:00+05:30,acc:a01,acc:a03,159093,RTGS,consultancy / packing
2026-03-10T22:00:00+05:30,acc:a01,acc:a04,228507,RTGS,consultancy / packing
2026-04-28T02:00:00+05:30,acc:a01,acc:a05,42736,RTGS,consultancy / packing
2026-05-01T22:00:00+05:30,acc:a01,acc:a06,46592,RTGS,consultancy / packing
2026-02-05T01:00:00+05:30,acc:a01,acc:a07,226210,RTGS,consultancy / packing
2026-01-22T21:00:00+05:30,acc:a01,acc:a02,199328,RTGS,consultancy / packing
2026-01-16T18:00:00+05:30,acc:a01,acc:a03,54548,RTGS,consultancy / packing
2026-04-17T18:00:00+05:30,acc:a01,acc:a04,78960,RTGS,consultancy / packing
2026-02-26T02:00:00+05:30,acc:a01,acc:a05,192327,RTGS,consultancy / packing
2026-03-09T21:00:00+05:30,acc:a01,acc:a06,67401,RTGS,consultancy / packing
2026-02-20T02:00:00+05:30,acc:a01,acc:a07,179520,RTGS,consultancy / packing
2026-01-30T03:00:00+05:30,acc:a01,acc:a02,205755,RTGS,consultancy / packing
2026-04-08T19:00:00+05:30,acc:a01,acc:a03,191140,RTGS,consultancy / packing
2026-03-19T02:00:00+05:30,acc:a01,acc:a04,132218,RTGS,consultancy / packing
2026-05-01T02:00:00+05:30,acc:a01,acc:a05,101761,RTGS,consultancy / packing
2026-05-09T00:00:00+05:30,acc:a01,acc:a06,167218,RTGS,consultancy / packing
2026-05-14T03:00:00+05:30,acc:a01,acc:a07,178649,RTGS,consultancy / packing
2026-02-10T20:00:00+05:30,acc:a01,acc:a02,187864,RTGS,consultancy / packing
2026-02-12T22:00:00+05:30,acc:a01,acc:a03,88316,RTGS,consultancy / packing
2026-05-15T18:00:00+05:30,acc:a01,acc:a04,123212,RTGS,consultancy / packing
2026-04-12T18:00:00+05:30,acc:a01,acc:a05,215872,RTGS,consultancy / packing
2026-01-25T22:00:00+05:30,acc:a02,acc:a03,141636,IMPS,inter-firm adjustment
2026-01-27T22:01:00+05:30,acc:a03,acc:a08,115186,IMPS,inter-firm adjustment
2026-01-29T22:02:00+05:30,acc:a08,acc:a09,116159,IMPS,inter-firm adjustment
2026-01-31T22:03:00+05:30,acc:a09,acc:a02,160940,IMPS,inter-firm adjustment
2026-02-02T22:04:00+05:30,acc:a02,acc:a03,133229,IMPS,inter-firm adjustment
2026-02-04T22:05:00+05:30,acc:a03,acc:a08,106143,IMPS,inter-firm adjustment
2026-02-06T22:06:00+05:30,acc:a08,acc:a09,114519,IMPS,inter-firm adjustment
2026-02-08T22:07:00+05:30,acc:a09,acc:a02,102669,IMPS,inter-firm adjustment
2026-02-10T22:08:00+05:30,acc:a02,acc:a03,124373,IMPS,inter-firm adjustment
2026-02-12T22:09:00+05:30,acc:a03,acc:a08,99277,IMPS,inter-firm adjustment
2026-02-14T22:10:00+05:30,acc:a08,acc:a09,173533,IMPS,inter-firm adjustment
2026-02-16T22:11:00+05:30,acc:a09,acc:a02,108898,IMPS,inter-firm adjustment
2026-02-18T22:12:00+05:30,acc:a02,acc:a03,167987,IMPS,inter-firm adjustment
2026-02-20T22:13:00+05:30,acc:a03,acc:a08,96562,IMPS,inter-firm adjustment
2026-02-22T22:14:00+05:30,acc:a08,acc:a09,157593,IMPS,inter-firm adjustment
2026-02-24T22:15:00+05:30,acc:a09,acc:a02,126324,IMPS,inter-firm adjustment
2026-02-26T22:16:00+05:30,acc:a02,acc:a03,162532,IMPS,inter-firm adjustment
2026-02-28T22:17:00+05:30,acc:a03,acc:a08,128987,IMPS,inter-firm adjustment
2026-03-02T22:18:00+05:30,acc:a08,acc:a09,136625,IMPS,inter-firm adjustment
2026-03-04T22:19:00+05:30,acc:a09,acc:a02,152578,IMPS,inter-firm adjustment
2026-03-06T22:20:00+05:30,acc:a02,acc:a03,111954,IMPS,inter-firm adjustment
2026-03-08T22:21:00+05:30,acc:a03,acc:a08,119016,IMPS,inter-firm adjustment
2026-03-10T22:22:00+05:30,acc:a08,acc:a09,97657,IMPS,inter-firm adjustment
2026-03-12T22:23:00+05:30,acc:a09,acc:a02,169471,IMPS,inter-firm adjustment
2026-03-14T22:24:00+05:30,acc:a02,acc:a03,101554,IMPS,inter-firm adjustment
2026-03-16T22:25:00+05:30,acc:a03,acc:a08,153304,IMPS,inter-firm adjustment
2026-03-18T22:26:00+05:30,acc:a08,acc:a09,133183,IMPS,inter-firm adjustment
2026-03-20T22:27:00+05:30,acc:a09,acc:a02,167203,IMPS,inter-firm adjustment
2026-03-22T22:28:00+05:30,acc:a02,acc:a03,102032,IMPS,inter-firm adjustment
2026-03-24T22:29:00+05:30,acc:a03,acc:a08,90278,IMPS,inter-firm adjustment
2026-03-26T22:30:00+05:30,acc:a08,acc:a09,120939,IMPS,inter-firm adjustment
2026-03-28T22:31:00+05:30,acc:a09,acc:a02,148335,IMPS,inter-firm adjustment
2026-03-30T22:32:00+05:30,acc:a02,acc:a03,162286,IMPS,inter-firm adjustment
2026-04-01T22:33:00+05:30,acc:a03,acc:a08,96370,IMPS,inter-firm adjustment
2026-04-03T22:34:00+05:30,acc:a08,acc:a09,111487,IMPS,inter-firm adjustment
2026-04-05T22:35:00+05:30,acc:a09,acc:a02,172735,IMPS,inter-firm adjustment
2026-04-07T22:36:00+05:30,acc:a02,acc:a03,90252,IMPS,inter-firm adjustment
2026-04-09T22:37:00+05:30,acc:a03,acc:a08,146875,IMPS,inter-firm adjustment
2026-04-11T22:38:00+05:30,acc:a08,acc:a09,124374,IMPS,inter-firm adjustment
2026-04-13T22:39:00+05:30,acc:a09,acc:a02,151009,IMPS,inter-firm adjustment
2026-04-15T22:40:00+05:30,acc:a02,acc:a03,114578,IMPS,inter-firm adjustment
2026-04-17T22:41:00+05:30,acc:a03,acc:a08,138686,IMPS,inter-firm adjustment
2026-04-19T22:42:00+05:30,acc:a08,acc:a09,148356,IMPS,inter-firm adjustment
2026-04-21T22:43:00+05:30,acc:a09,acc:a02,123446,IMPS,inter-firm adjustment
2026-04-23T22:44:00+05:30,acc:a02,acc:a03,143405,IMPS,inter-firm adjustment
2026-04-25T22:45:00+05:30,acc:a03,acc:a08,113991,IMPS,inter-firm adjustment
2026-04-27T22:46:00+05:30,acc:a08,acc:a09,153402,IMPS,inter-firm adjustment
2026-04-29T22:47:00+05:30,acc:a09,acc:a02,149524,IMPS,inter-firm adjustment
2026-04-03T19:00:00+05:30,acc:a06,acc:a04,9671,NEFT,packing credit
2026-05-19T20:00:00+05:30,acc:a03,acc:a04,24073,NEFT,packing credit
2026-06-13T23:00:00+05:30,acc:a02,acc:a05,63914,NEFT,packing credit
2026-04-12T01:00:00+05:30,acc:a17,acc:a16,51465,UPI,yard cash pooling
2026-06-13T16:00:00+05:30,acc:a29,acc:a18,1807,UPI,personal transfer
2026-05-15T02:00:00+05:30,acc:a15,acc:a11,89201,UPI,yard cash pooling
2026-04-10T19:00:00+05:30,acc:a23,acc:a29,51750,UPI,personal transfer
2026-05-18T16:00:00+05:30,acc:a26,acc:a29,42407,UPI,personal transfer
2026-05-11T22:00:00+05:30,acc:a08,acc:a06,8298,NEFT,packing credit
2026-04-04T05:00:00+05:30,acc:a14,acc:a16,7957,UPI,yard cash pooling
2026-06-14T01:00:00+05:30,acc:a18,acc:a25,55845,UPI,personal transfer
2026-06-01T16:00:00+05:30,acc:a12,acc:a14,15376,UPI,yard cash pooling
2026-03-27T23:00:00+05:30,acc:a14,acc:a11,27511,UPI,yard cash pooling
2026-05-29T21:00:00+05:30,acc:a06,acc:a02,64343,NEFT,packing credit
2026-02-14T18:00:00+05:30,acc:a28,acc:a18,47538,UPI,personal transfer
2026-06-07T23:00:00+05:30,acc:a02,acc:a04,62725,NEFT,packing credit
2026-06-09T05:00:00+05:30,acc:a05,acc:a02,33373,NEFT,packing credit
2026-04-29T00:00:00+05:30,acc:a14,acc:a12,70332,UPI,yard cash pooling
2026-05-24T20:00:00+05:30,acc:a23,acc:a25,67206,UPI,personal transfer
2026-02-28T20:00:00+05:30,acc:a26,acc:a28,40544,UPI,personal transfer
2026-02-24T01:00:00+05:30,acc:a22,acc:a24,54449,UPI,personal transfer
2026-04-23T20:00:00+05:30,acc:a04,acc:a02,1574,NEFT,packing credit
2026-03-27T21:00:00+05:30,acc:a29,acc:a24,21059,UPI,personal transfer
2026-02-28T17:00:00+05:30,acc:a12,acc:a11,37627,UPI,yard cash pooling
2026-02-03T22:00:00+05:30,acc:a14,acc:a11,42421,UPI,yard cash pooling
2026-03-15T02:00:00+05:30,acc:a18,acc:a25,57543,UPI,personal transfer
2026-02-15T02:00:00+05:30,acc:a24,acc:a20,37136,UPI,personal transfer
2026-05-21T16:00:00+05:30,acc:a02,acc:a06,27054,NEFT,packing credit
2026-06-09T17:00:00+05:30,acc:a13,acc:a12,14832,UPI,yard cash pooling
2026-05-13T03:00:00+05:30,acc:a26,acc:a23,62014,UPI,personal transfer
2026-05-24T19:00:00+05:30,acc:a05,acc:a03,38908,NEFT,packing credit
2026-03-26T00:00:00+05:30,acc:a14,acc:a15,18195,UPI,yard cash pooling
2026-06-04T22:00:00+05:30,acc:a19,acc:a20,84528,UPI,personal transfer
2026-03-28T00:00:00+05:30,acc:a05,acc:a07,7271,NEFT,packing credit
2026-03-31T05:00:00+05:30,acc:a29,acc:a22,51907,UPI,personal transfer
2026-05-05T00:00:00+05:30,acc:a19,acc:a26,59412,UPI,personal transfer
2026-04-03T19:00:00+05:30,acc:a16,acc:a12,88818,UPI,yard cash pooling
2026-03-29T17:00:00+05:30,acc:a14,acc:a11,10665,UPI,yard cash pooling
2026-01-16T16:00:00+05:30,acc:a26,acc:a27,66848,UPI,personal transfer
2026-02-20T20:00:00+05:30,acc:a03,acc:a06,10918,NEFT,packing credit
2026-01-23T03:00:00+05:30,acc:a29,acc:a25,40337,UPI,personal transfer
2026-03-04T00:00:00+05:30,acc:a12,acc:a13,79608,UPI,yard cash pooling
2026-01-12T05:00:00+05:30,acc:a20,acc:a19,68835,UPI,personal transfer
2026-02-01T02:00:00+05:30,acc:a26,acc:a29,14855,UPI,personal transfer
2026-03-14T16:00:00+05:30,acc:a21,acc:a19,36285,UPI,personal transfer
2026-03-18T20:00:00+05:30,acc:a28,acc:a22,76740,UPI,personal transfer
2026-05-04T03:00:00+05:30,acc:a13,acc:a14,67225,UPI,yard cash pooling
2026-02-22T22:00:00+05:30,acc:a21,acc:a26,81445,UPI,personal transfer
2026-06-12T17:00:00+05:30,acc:a04,acc:a07,85265,NEFT,packing credit
2026-06-08T03:00:00+05:30,acc:a02,acc:a08,9910,NEFT,packing credit
2026-02-13T02:00:00+05:30,acc:a24,acc:a20,66247,UPI,personal transfer
2026-04-13T18:00:00+05:30,acc:a28,acc:a20,53946,UPI,personal transfer
2026-03-13T21:00:00+05:30,acc:a06,acc:a09,77173,NEFT,packing credit
2026-03-03T17:00:00+05:30,acc:a21,acc:a26,3531,UPI,personal transfer
2026-06-12T18:00:00+05:30,acc:a07,acc:a06,4092,NEFT,packing credit
2026-02-07T16:00:00+05:30,acc:a12,acc:a16,47899,UPI,yard cash pooling
2026-02-04T01:00:00+05:30,acc:a22,acc:a29,22694,UPI,personal transfer
2026-04-11T21:00:00+05:30,acc:a04,acc:a08,46609,NEFT,packing credit
2026-01-17T04:00:00+05:30,acc:a02,acc:a09,73393,NEFT,packing credit
2026-02-25T04:00:00+05:30,acc:a15,acc:a12,75963,UPI,yard cash pooling
2026-03-21T16:00:00+05:30,acc:a20,acc:a19,73913,UPI,personal transfer
2026-06-11T20:00:00+05:30,acc:a23,acc:a20,27846,UPI,personal transfer
2026-04-06T05:00:00+05:30,acc:a15,acc:a16,32938,UPI,yard cash pooling
2026-02-28T23:00:00+05:30,acc:a05,acc:a03,62088,NEFT,packing credit
2026-02-09T19:00:00+05:30,acc:a06,acc:a03,54773,NEFT,packing credit
2026-02-27T00:00:00+05:30,acc:a16,acc:a12,38332,UPI,yard cash pooling
2026-04-24T19:00:00+05:30,acc:a13,acc:a12,27143,UPI,yard cash pooling
2026-05-18T19:00:00+05:30,acc:a25,acc:a29,54578,UPI,personal transfer
2026-03-17T05:00:00+05:30,acc:a03,acc:a07,84212,NEFT,packing credit
2026-03-12T17:00:00+05:30,acc:a09,acc:a03,87918,NEFT,packing credit
2026-01-24T19:00:00+05:30,acc:a23,acc:a21,54053,UPI,personal transfer
2026-06-09T22:00:00+05:30,acc:a29,acc:a18,55957,UPI,personal transfer
2026-04-03T05:00:00+05:30,acc:a28,acc:a20,6416,UPI,personal transfer
2026-05-24T01:00:00+05:30,acc:a16,acc:a17,55296,UPI,yard cash pooling
2026-06-01T05:00:00+05:30,acc:a02,acc:a03,60824,NEFT,packing credit
2026-03-12T04:00:00+05:30,acc:a17,acc:a14,1559,UPI,yard cash pooling
2026-02-20T21:00:00+05:30,acc:a17,acc:a14,30211,UPI,yard cash pooling
2026-05-13T17:00:00+05:30,acc:a05,acc:a02,6486,NEFT,packing credit
2026-05-31T05:00:00+05:30,acc:a09,acc:a05,89102,NEFT,packing credit
2026-04-24T17:00:00+05:30,acc:a17,acc:a12,86889,UPI,yard cash pooling
2026-01-06T21:00:00+05:30,acc:a23,acc:a18,86197,UPI,personal transfer
2026-04-09T21:00:00+05:30,acc:a19,acc:a24,82263,UPI,personal transfer
2026-05-18T21:00:00+05:30,acc:a03,acc:a05,4723,NEFT,packing credit
2026-04-04T19:00:00+05:30,acc:a02,acc:a06,51616,NEFT,packing credit
2026-03-23T05:00:00+05:30,acc:a12,acc:a11,19264,UPI,yard cash pooling
2026-03-22T16:00:00+05:30,acc:a07,acc:a05,20870,NEFT,packing credit
2026-06-01T04:00:00+05:30,acc:a25,acc:a21,42343,UPI,personal transfer
2026-04-19T23:00:00+05:30,acc:a03,acc:a07,54920,NEFT,packing credit
2026-02-21T21:00:00+05:30,acc:a17,acc:a16,82820,UPI,yard cash pooling
2026-06-13T22:00:00+05:30,acc:a28,acc:a26,23887,UPI,personal transfer
2026-05-28T23:00:00+05:30,acc:a12,acc:a13,32824,UPI,yard cash pooling
2026-02-07T22:00:00+05:30,acc:a29,acc:a28,72841,UPI,personal transfer
2026-03-11T03:00:00+05:30,acc:a11,acc:a13,34619,UPI,yard cash pooling
2026-03-17T01:00:00+05:30,acc:a04,acc:a06,51359,NEFT,packing credit
2026-04-30T19:00:00+05:30,acc:a20,acc:a23,13318,UPI,personal transfer
2026-05-22T05:00:00+05:30,acc:a14,acc:a17,77957,UPI,yard cash pooling
2026-03-21T21:00:00+05:30,acc:a25,acc:a28,13405,UPI,personal transfer
2026-03-25T00:00:00+05:30,acc:a20,acc:a24,51158,UPI,personal transfer
2026-04-21T05:00:00+05:30,acc:a09,acc:a06,11560,NEFT,packing credit
2026-05-29T05:00:00+05:30,acc:a19,acc:a29,48165,UPI,personal transfer
2026-04-14T05:00:00+05:30,acc:a16,acc:a15,20003,UPI,yard cash pooling
2026-06-04T21:00:00+05:30,acc:a25,acc:a27,32051,UPI,personal transfer
2026-02-20T23:00:00+05:30,acc:a12,acc:a14,34544,UPI,yard cash pooling
2026-02-24T17:00:00+05:30,acc:a17,acc:a14,56156,UPI,yard cash pooling
2026-05-17T01:00:00+05:30,acc:a05,acc:a07,83138,NEFT,packing credit
2026-02-20T17:00:00+05:30,acc:a07,acc:a04,39255,NEFT,packing credit
2026-04-10T18:00:00+05:30,acc:a11,acc:a16,11895,UPI,yard cash pooling
2026-05-25T23:00:00+05:30,acc:a03,acc:a06,86634,NEFT,packing credit
2026-03-06T05:00:00+05:30,acc:a17,acc:a15,59783,UPI,yard cash pooling
2026-05-06T23:00:00+05:30,acc:a04,acc:a02,81851,NEFT,packing credit
2026-06-11T03:00:00+05:30,acc:a16,acc:a14,3600,UPI,yard cash pooling
2026-04-07T23:00:00+05:30,acc:a21,acc:a26,11683,UPI,personal transfer
2026-03-09T18:00:00+05:30,acc:a02,acc:a09,55788,NEFT,packing credit
2026-05-21T21:00:00+05:30,acc:a22,acc:a24,11823,UPI,personal transfer
2026-05-02T04:00:00+05:30,acc:a23,acc:a21,76611,UPI,personal transfer
2026-01-23T02:00:00+05:30,acc:a06,acc:a04,35732,NEFT,packing credit
2026-03-22T16:00:00+05:30,acc:a25,acc:a23,72137,UPI,personal transfer
2026-05-02T00:00:00+05:30,acc:a23,acc:a24,5351,UPI,personal transfer
2026-06-11T02:00:00+05:30,acc:a22,acc:a18,9660,UPI,personal transfer
2026-03-17T17:00:00+05:30,acc:a17,acc:a13,85677,UPI,yard cash pooling
2026-03-21T19:00:00+05:30,acc:a14,acc:a17,21118,UPI,yard cash pooling
2026-01-11T05:00:00+05:30,acc:a04,acc:a05,26367,NEFT,packing credit
2026-05-19T01:00:00+05:30,acc:a13,acc:a11,74680,UPI,yard cash pooling
2026-01-28T03:00:00+05:30,acc:a27,acc:a22,32011,UPI,personal transfer
2026-05-02T02:00:00+05:30,acc:a02,acc:a03,9667,NEFT,packing credit
2026-01-29T05:00:00+05:30,acc:a07,acc:a02,32187,NEFT,packing credit
2026-02-12T20:00:00+05:30,acc:a24,acc:a28,68539,UPI,personal transfer
2026-02-24T23:00:00+05:30,acc:a19,acc:a22,24598,UPI,personal transfer
2026-06-06T03:00:00+05:30,acc:a18,acc:a23,38725,UPI,personal transfer
2026-05-09T20:00:00+05:30,acc:a11,acc:a17,83031,UPI,yard cash pooling
2026-05-07T20:00:00+05:30,acc:a11,acc:a15,58204,UPI,yard cash pooling
2026-02-20T18:00:00+05:30,acc:a22,acc:a20,17021,UPI,personal transfer
2026-03-02T23:00:00+05:30,acc:a23,acc:a22,8811,UPI,personal transfer
2026-01-23T01:00:00+05:30,acc:a29,acc:a20,14640,UPI,personal transfer
2026-03-24T00:00:00+05:30,acc:a11,acc:a15,59468,UPI,yard cash pooling
2026-01-13T16:00:00+05:30,acc:a25,acc:a19,15015,UPI,personal transfer
2026-03-21T21:00:00+05:30,acc:a14,acc:a17,6859,UPI,yard cash pooling
2026-05-09T16:00:00+05:30,acc:a08,acc:a03,18436,NEFT,packing credit
2026-02-10T04:00:00+05:30,acc:a21,acc:a25,77113,UPI,personal transfer
2026-05-19T22:00:00+05:30,acc:a02,acc:a03,61660,NEFT,packing credit
2026-02-03T20:00:00+05:30,acc:a04,acc:a03,53614,NEFT,packing credit
2026-02-23T20:00:00+05:30,acc:a02,acc:a05,50631,NEFT,packing credit
2026-02-26T05:00:00+05:30,acc:a21,acc:a25,1513,UPI,personal transfer
2026-03-13T04:00:00+05:30,acc:a23,acc:a24,60064,UPI,personal transfer
2026-01-21T18:00:00+05:30,acc:a05,acc:a03,9377,NEFT,packing credit
2026-02-28T21:00:00+05:30,acc:a25,acc:a21,45264,UPI,personal transfer
2026-05-30T16:00:00+05:30,acc:a22,acc:a26,69497,UPI,personal transfer
